video_id,duration_sec,has_audio,has_video
P01_01_0,2.849,True,True
P01_01_1,0.8900000000000006,True,True
P01_01_2,2.5410000000000004,True,True
P01_01_3,1.0210000000000008,True,True
P01_01_4,4.5809999999999995,True,True
P01_01_5,0.625,True,True
P01_01_6,0.38000000000000256,True,True
P01_01_7,2.1660000000000004,True,True
P01_01_8,1.2000000000000028,True,True
P01_01_9,0.6599999999999966,True,True
P01_01_10,1.4159999999999968,True,True
P01_01_11,2.1639999999999944,True,True
P01_01_12,0.7399999999999949,True,True
P01_01_13,0.39399999999999835,True,True
P01_01_14,1.4580000000000055,True,True
P01_01_15,0.625,True,True
P01_01_16,3.779999999999994,True,True
P01_01_17,3.260000000000005,True,True
P01_01_18,0.9230000000000018,True,True
P01_01_19,1.0,True,True
P01_01_20,1.0,True,True
P01_01_21,0.3119999999999976,True,True
P01_01_22,21.333000000000006,True,True
P01_01_23,3.146000000000001,True,True
P01_01_24,0.6040000000000134,True,True
P01_01_25,1.0,True,True
P01_01_26,1.0,True,True
P01_01_27,3.9000000000000057,True,True
P01_01_28,1.6800000000000068,True,True
P01_01_29,0.9550000000000125,True,True
P01_01_30,1.480000000000004,True,True
P01_01_31,0.796999999999997,True,True
P01_01_32,1.3799999999999955,True,True
P01_01_33,6.059999999999988,True,True
P01_01_34,0.7800000000000011,True,True
P01_01_35,0.6919999999999931,True,True
P01_01_36,11.729000000000013,True,True
P01_01_37,0.771000000000015,True,True
P01_01_38,4.25,True,True
P01_01_39,2.7079999999999984,True,True
P01_01_40,10.5,True,True
P01_01_41,0.5629999999999882,True,True
P01_01_42,0.5420000000000016,True,True
P01_01_43,23.790999999999997,True,True
P01_01_44,1.8599999999999852,True,True
P01_01_45,0.3959999999999866,True,True
P01_01_46,0.6870000000000118,True,True
P01_01_47,1.3959999999999866,True,True
P01_01_48,7.103999999999985,True,True
P01_01_49,1.978999999999985,True,True
P01_01_50,1.0,True,True
P01_01_51,1.461999999999989,True,True
P01_01_52,0.5629999999999882,True,True
P01_01_53,1.4869999999999948,True,True
P01_01_54,1.375,True,True
P01_01_55,6.625,True,True
P01_01_56,1.0,True,True
P01_01_57,3.373000000000019,True,True
